clean_text,label
scientists now know the tonga volcano was caused by a caldera collapse at one point the wave was 65 ft high or 19 812 meters,1
i was in environmental sciences in college and nobody ever really mentions that the wave slowes down get pushed up buy land and then waves behind it start catching up so there are multiple reasons the wave builds but tsunamis are fascinating my favorite natural disaster,1
that was boring,0
my mom was in the boxing day tsunami thank god she survived,1
i think someone is pulling your leg with the name of the invisible under water volcano called honga tonga mek a hiny ho,0
mek a hiny ho i am dying,0
you can never go wrong showing the clips in their entirety without a single spoken word,0
i live beside the faultline in new zealand running up the southern alps will be a megathrust when it goes scientists predict over mag 9 and tsunami we are apparently overdue,1
well this was crap how the hell is turkey even in this,0
9 0 is pronounced nine point zero not nine point oh oh and zero are two different characters look at your keyboard and try to inter an oh instead of a zero doesn t work get educated,0
honga honga tonga tonga tonga sounds like a funny name ngl,0
what s even worse about that 2011 tsunami is the nuclear plant meltdown that is still to this day spewing radiation into the ocean and the atmosphere radiation levels from said disaster here in the us are over 500 x s the acceptable limit and slowly rising any concerns or questions just talk to anybody that was in the pacific ocean fishing industry did ya ll ever wonder what happened to the show deadliest catch,1
the radiated crab are on the other side of the russian line,0
inside of business and inside of home,0
before i saw tsunami but it was small so i walked through it but it kinda burnt my arm,1
,0
the second video recorded in 2020 only had camera angles of a street someone s business and some other crap where are good tsunami videos i swear tsunamis are pussies i hear people say they as big as buildings and other stuff and i never see it,1
40m waves go fish,1
none of the individual wave hitting japan were much over eight feet at most it is just that the ocean was also rising backing up that eight feet the total height the ocean got to was probably not over 30 to 40 feet at most in the bays i watched every video put up on the web when that happened none got to the height you stated in yards,1
2 04 2 08 you re my sexy juice taco,0
can you just speed it up a wee bit,0
face red droopy eyes what planet,0
reminds me of what god told us in 2 chronicles 7 14 if the nation follows and obeys god these things just don t happen one of gods promises to us,0
hmmm does that piece of scripture refer to healing the land itself or healing the people of the land,0
it doesn t bring water from the ocean to the land it transfers the energy along the water the water doesn t really move as far as the energy does in a realistic scenario models of tidal wave motions show that the energy of your average tidal wave draws a circle with the water particles all while transferring the energy a huge wave such as a tsunami is caused by a large amount of energy caused by something like a 9 0 earthquake seen far off shore off japan making the water draw larger circles this video explains what i m trying to explain in greater detail https www youtube com watch v 4nhyuhhh59g,1
why does the emoting of japanese men always sound like someone vomiting,0
idiotic not one wave just flooding,1
we just wanted to see them not listen to your ramblings,0
and our government is even worse in the damage they cause,0
movie or in real life made or making of the evil scientist here in the philippines from a long long time ago until now paki translate lang po pls thank you po kung totoo at tunay po kayong lahat na maka god po ay maniniwala po kayo sa amin,0
this video was before 2023,0
this video didn t include two tsunamis that happened in the modern past and one in the distant past one in the recent past is up in alaska where it was caused by a underground landslide which slammed the tsunami into a bay and i can t remember the name of the bay the other was across the atlantic ocean caused by an underground landslide possibly from or during a earthquake,1
because latoya bay wasn t caught on camera and it happened in the bay,0
tsunamis give me diarrhea from my peehole,1
q 1 look,0
those people running for their lives from an oncoming tsunami wearing covid face diapers the true power of propaganda is astounding,1
bro kinda predicted the turkey earthquake,1
translate 1 39 3 22 for english 1 39 i don t know 1 47 10 it will 10 meters tall 2 03 12 secondly tsunami will coming soon both engines get 12 degrees thrust or 12 levels this order how should moves their engines but i don t know about the ship so i can t make exactly translation 2 10 4 5 4 5 miles away the secondly tsunami wave from us 2 49 ah can you see that nah tsunami is climbing dike and it may be get over dike 2 57 yeah see you later maybe someone called him ah it s getting over the dike getting over now 3 02 can you see this site finally secondly tsunami wave gets over the dike and flooding it s a ter terribly current 3 10 ah the car is washing away washing away 3 17 can you see that more and more sea water has flowing here 3 20 ah no wait jcg s crew could survived this tsunami but i don t know survived or washed away the newscaster i m sure run away from seaside or riverside or climb tall buildings a soon as possible after big earthquake for example shaking more longer than 1 minute but if you on the ship when you faced tsunami you must run into tsunami 90 degree angle and climb it maximum speed it is only way to survive on the ship and this means saved many ships please remember,1
